show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s5058,Movie,Halston,Shinya Ayabe,"Don ""The Dragon"" Wilson, Maria Ford, Michael DeLano","France, Belgium","June 12, 2021",2013.0,TV-PG,97 min,"Arts, Entertainment, and Culture, Comedy, Military and War","The East Side Kids discover that one of their own, Danny, is torn between staying and school and becoming a boxer, and is getting mixed up with gangsters."
s2994,TV Show,Birdmonster,"Bud Pollard, Del Lord","Ann Dvorak, Randolph Scott, Edgar Buchanan, Rhonda Fleming, Lloyd Bridges","France, Belgium","September 22, 2021",,18+,123 min,"Kids, Young Adult Audience","Two divorced men decide to share a New York apartment. Fussy Felix, fastidious to a fault. He proves that cleanliness is next to insanity. And Oscar, who wreaks havoc on a tidy room with the speed and thoroughness of a tornado."
s3086,Movie,The Edge of Marlene,John Maggio,Lindsey Samper,,"March 30, 2021",1987.0,TV-Y,31 min,"Arthouse, Documentary, Special Interest","Quipster Josh Blue hits the stage at Minneapolis' Varsity Theater, where he turns his cerebral palsy and cross-cultural marriage into comedy gold."
s8652,Movie,Sugar Daddies,David Bergman,"Hailee Steinfeld, Douglas Booth, Paul Giamatti, Damian Lewis","United Kingdom, Spain","September 22, 2021",1922.0,TV-NR,63 min,"Anime, Drama",
s3893,TV Show,Visit to a Chief's Son,G. Ashok,"GOURAB CHATTERJEE, SOUMITRA CHATTERJEE, PARAN BANDYOPADHYAY, MOUSUMI CHATTERJEE, MEGHNA MUKHERJEE","United States, United Arab Emirates","June 20, 2021",1993.0,TV-NR,153 min,"Action, Comedy, Western","A disturbing chapter in Russian history is explored in this documentary. In 1933, Joseph Stalin sent 6000 ""unwanted"" citizens of Moscow and Leningrad to a desolate Siberian island - with no food or clothes to speak of. Decades later this documentary returns to the island."
,Movie,Caillou,Daniel Cohen,"Carl Boenish, Jean Boenish, John Long, Marah Strauch",Spain,"September 11, 2021",1988.0,16+,99 min,"Arthouse, Arts, Entertainment, and Culture, Comedy",
s5297,TV Show,Mind The Malhotras (4K UHD),Josh Lawson,"Danny Mann, Kyriana Kratter, Redmond Ramos, Jaydi Raney",Brazil,"June 4, 2021",2005.0,TV-Y,120 min,"Adventure, Drama, Western","Western spoof about two con-artist characters at large in 1890 Colorado. The comedy is centered around a gold hunt with lots of fun. Hans Conreid is excellent as the bedraggled, bombastic politician."
s8556,TV Show,Only Cloud Knows,"Denny Lynch, Ashley Lynch","Anna Paquin, Lydia Wilson, Sophii Okonedo, Rebecca Benson, Genevieve Angelson, Rufus Jones, Arinze Kene, Andrew Leung","United States, France","July 23, 2021",2011.0,13+,126 min,"Documentary, Horror",A short documentary exploring the decline in numbers of people being interested in religion and/or attending church.
s9532,,Making Their Mark,Michael Hurst,Rupi Kaur,"Afghanistan, France","April 20, 2021",2000.0,TV-Y,19 min,"Documentary, Horror, Special Interest","After a poor review from a critic and a chat from chef Gordon Ramsay, a talented but grief stricken London chef turns a country pub into a gourmet eatery. His dessert trifle catches the eye - and taste - of Kate, and they soon discover that the recipe for true happiness is a pinch of teamwork and a whole lot of love."
s3455,Movie,Caught Up,Felipe Bretas,"Winona Ryder, Christian Slater",Austria,"May 22, 2021",1942.0,NR,166 min,"Action, Kids, Military and War","Forced to fund a tech company with dirty money from unsuspecting places while forming ties with a dangerous Haitian gang, the fight to build a business pales in comparison to the fight to stay alive, especially when there's a vehement FBI agent who wields the power to make or break those he comes in contact with – and not always for the right reasons."
s3184,Movie,Ancient Aliens,Clay Glen,"Steve Austin, Daniel Magder, Janet Kidder, Emma Grabinsky, Jaren Brandt Bartlett","Japan, France","June 11, 2021",1976.0,G,87 min,"Fantasy, Kids","The crooks Eva (Abbe Lane) and Raoul (Mario Carotenuto), devise a scam, The plan consists in ing the copyist Antonio Scorcelletti (Totò) paint La Maja Desnuda, adding a nightgown to the latter. In this way, thanks to the complacency of the unsuspecting professor Francisco Montiel (Luis De Funès), they will try to pass off the Maja in a shirt as an unpublished work by Goya..."
s1615,Movie,Cheers For Miss Bishop,Omi Bedi,"Gale Storm, Frankie Darro, Marcia Mae Jones, Jackie Moran, Keye Luke, Mantan Moreland, Frank Sully, Billy Griffith, Barton Yarborough, Frank Faylen",Netherlands,"July 12, 2021",1952.0,AGES_16_,70 min,"Action, Adventure, Drama","In Africa during WW1, a gin-swilling riverboat owner/captain is persuaded by a strait-laced missionary to use his boat to attack an enemy warship."
s3364,TV Show,Army of One,Lorena Chuscoff,Black Sabbath,"Italy, Spain","July 3, 2021",1931.0,TV-14,167 min,"Drama, Horror",The Bronze Saints of the Sanctuary visit Asgard to battle it out with the God Warriors of Odin. Nuff said.
,TV Show,All Over Town,Richard Vernon,,"Italy, Canada","September 25, 2021",1940.0,,15 min,"Documentary, Horror","Tommy is a vacuum cleaner salesman gripped by the fever of closing the deal. He lives on 'puffa puffa rice' stored in his glove compartment and listens to motivation tapes of his own voice shouting 'sell, sell, sell'. He's sure the Golden Vac (the holy grail of vacuum salesmanship) can be his - if only he hadn't been saddled with Pete, his meek sales trainee."
s9214,TV Show,Ashley,Michael Switzer,"Thenuka Kantharajah, Simson Bubbel, Nico Birnbaum","Australia, Colombia, United Kingdom","May 12, 2021",1949.0,AGES_16_,119 min,"Action, International, Romance","A Bruce Lee Classic! Lee plays Chen Zhen, a student of Huo Yuanjia, who fights to defend the honor of the Chinese in the face of foreign aggression, and to bring to justice those responsible for his master's death."
s2086,Movie,Black Pumpkin,Swaroop Vaishali Balasaheb Sawant,"Tatiana Maslany, Jordan Gavaris, Maria Doyle Kennedy, Dylan Bruce, Kevin Hanchard","Ireland, Belgium, France, Luxembourg, United Kingdom","April 4, 2021",1994.0,7+,131 min,"Drama, Special Interest, Unscripted","When the Book of Destiny gets stolen, Yamraj the god of death and Chitragupt a Hindu god of keeping complete records of actions of humans descend on Earth to look for it. They find it in the hands of a man unwilling to part with it."
s3002,TV Show,Crime Insiders,Michael Anderson,Tammy Pescatelli,"United States, United Kingdom, Kazakhstan","July 20, 2021",1947.0,AGES_18_,129 min,"Adventure, Kids","A comedy about making a horror movie from the director who brought you Truth or Dare (2017). When six co-stars learn their hit TV show is about to be cancelled, they decide to shoot their own movie - after all, how hard can it be? Stuck for a plot, they unintentionally summon a demonic spirit with an aﬃnity for violence that starts picking them oﬀ, one vapid actor at a time."
s7751,Movie,Laakhon Mein Ek,Sol C. Siegel,"Michelle Pfeiffer, Paul Rudd, Saoirse Ronan, Tracey Ullman",Belgium,"April 13, 2021",2012.0,TV-G,178 min,"Arts, Entertainment, and Culture, Fantasy, Horror","The Shop is an urban drama about two young men, Shawn and Robbie. While running an auto repair shop, Shawn inherits his uncles Mustang and finds millions of dollars-worth of diamonds stashed in the car. He and Robbie start dodging thugs, crooked cops and the diamond hunters. Get ready as these two guys, running an ordinary business get caught up."
s3865,TV Show,The Mad Hatter,Ulf Thomas,"Rachel Alig, Bill Oberst Jr., Les Mahoney, Glenda Morgan Brown","United States, Ireland","April 4, 2021",1949.0,NC-17,2 Seasons,"Action, Drama, Science Fiction","In a distant future, an archeologist on the run from alien attackers takes refuge in ancient ruins and is forced to use primitive technology to fight her way off the planet."
s7833,Movie,Deva Rickshawala,Timothy Hutton,"Kal Penn, Cristela Alonzo, Tone Bell, Rob Corddry, Ted Danson, Zach Galifianakis, Colin Hanks, Ed Helms, Pete Holmes, Rashida Jones, Joel McHale, Thomas Middleditch, Bobby Moynihan, Ed O’Neill, Patton Oswalt, Missi Pyle, Rob Riggle, Paul Scheer, Mary Steenburgen, Jason Sudeikis, Meghan Trainor, Sasheer Zamata","United States, United Kingdom, Kazakhstan","June 15, 2021",1924.0,18+,3 Seasons,"Arts, Entertainment, and Culture, Comedy, Kids","On October 31, 2018, two preteens in a small town accidentally awaken an evil that has lain dormant for decades. They are forced to survive through a terrifying Halloween night of cat-and-mouse, from the monster known as ""Bloody Bobby""."
,Movie,Raising the Bar,Richard Berry,Richard Lewis,"United States, Sweden, Norway","August 17, 2021",2018.0,AGES_18_,150 min,"Action, Comedy, International","Biography of songwriter, broadway pioneer, Jerome Kern. Judy Garland's and Angela Lansbury's songs are among the highlights, including a mini production of ""Show Boat"", plus Lena Horne and a singing and dancing Van Johnson."
s9285,TV Show,Pocoyo in cinemas: Your First Movie,Geoff Murphy,"Gene Autry, Champion, Gloria Henry",Italy,"October 8, 2021",1951.0,TV-MA,124 min,"Action, Animation, Kids","Venture back through the mists of time to the glorious lost age of King Arthur, the sorcerer Merlin and the valiant Knights of the Round Table. Enter into the magical and timeless realm of Camelot! Produced by Golden Films/Directed by Diane Eskenazi"
s7053,Movie,The Hidden Truth,Manmohan Krishna,"Siva Kantamneni, Wasim, Venki, Venkat, Jagadish, Jabardast Naveen, Kathi Mahesh",Spain,"October 5, 2021",1946.0,13+,39 min,"Documentary, International, Special Interest","Based on the best-selling graphic novel series, a group of spoiled ""bad kids"" have been placed in Saturday detention at the prestigious Crestview Academy. After one of the kids locks away their teacher,they find themselves trapped in school with no way out, wondering who (or what) set them up. Their ranks quickly dwindle as each falls victim to a gruesome ""accident"" while trying to escape."
s7258,TV Show,The Creeping Flesh,Alan Yuen,"Roya Heydari, Farid Joya, Ghulam Reza Rajabi, Omid Rawendah, Mohd Qais Shaghasy","United States, Japan",,1962.0,PG,183 min,"Animation, Kids","Count Margulak, the leader of the vampires, has ended their tradition of human bloodletting and has placed his followers on a diet of synthetic, bottled blood. But when a new family moves into the town, the natives start to crave the real thing."
s7153,TV Show,Hector and the Search for Happiness,Nic Stacey,,"United States, Italy","September 10, 2021",1928.0,AGES_18_,485 min,"Drama, Fantasy, Historical","A hotel room shootout between two assassins kicks off a long night where bodies fall like dominoes, as we follow a chain of crooked cops, gangsters, hitmen, a femme fatale and an ex-mercenary through a relay of murder, betrayal, revenge and redemption."
s2674,TV Show,The Adventures of Mark Twain,Greg Galloway,"Cynthia Gibb, David Millbern","Denmark, France","October 4, 2021",2014.0,AGES_16_,75 min,"Drama, Romance, Western",Emma's beach retreat takes an unsettling turn with the arrival of a stranger. He enthralls and frightens her as she suspects him of a terrible crime.
s3877,TV Show,Borat Subsequent Moviefilm,Sethuraman,"Daniel Elston, Madeleine Simard, Kayleigh M. Styles",Egypt,"June 11, 2021",1924.0,NC-17,12 min,"Action, Young Adult Audience",Lupin and the gang embark on new and exciting escapades throughout Italy and San Marino in this stunningly animated fifth installment following the adventures of the beloved gentleman thief with a heart of gold.
s4016,Movie,"Easy Come, Easy Go",Tyler Jones,Jet Li,"United Kingdom, United States, India","September 12, 2021",2021.0,TV-Y,19 min,"Adventure, Documentary, Special Interest",projectUNUnApprovedMovieTarget short
s8844,TV Show,Pinkfong! Dinosaur Musical Stories,"Tracy Nichole Cring, Jon Russell Cring","Graham Norton, Elton John","United States, Sweden, Norway","April 30, 2021",1943.0,7+,122 min,"Drama, International, Western","Sitting Bull's own words, over six-hundred photographs and a compelling original music score bring to life this great American Indian's struggle to save his people's way of life against an ever-expanding westward movement of white settlers. This is powerful cinematic journey into the life and spirit of a legendary figure. No other film captures him with such depth of character and personality."
s3029,,She,,"V R k Rao, Chinni Krishna, V Meena Kumari, P V Sindhu, Swapna, Latha, Ravikishore, Srinivas","United States, Thailand","August 21, 2021",2000.0,,541 min,"Drama, Horror, Romance","When 17-year-old Taylor receives a laptop for her birthday, she immediately signs up to a social networking site used by the students at her high school - only to become the victim of vicious online harassment and bullying that sap her self-esteem and drive her to the brink of suicide."
s8721,TV Show,Shadow Society,Callie T. Wiser,"Freya Tingley, Dralla Aierken, Paul Rae, Ping WU, Stephen A Chang, Caylee Cowan","United States, United Kingdom","September 11, 2021",,PG-13,34 min,"Action, Adventure, Western",Test movie for upload
s608,Movie,Space Truckers,Myron Davis,"Jay Baker, Pat Barlow, Deborah Foreman, Lloyd Berry","Italy, Canada","July 16, 2021",1971.0,TV-Y,170 min,"Arts, Entertainment, and Culture, Comedy, International","The Gymkhana Files takes viewers deep behind the scenes of one of the world’s wildest, most successful viral video franchises of all time, with over 500 million online views and counting. Follow globally recognized race car driver and viral star Ken Block and his team of Hoonigans as they attempt to make the greatest automotive video of all time while racing in the World Rallycross Championship."
s133,Movie,Midnight Thunderstorm for Sleep 9 Hours,Travis Fine,,"India, United States","June 12, 2021",1970.0,18+,150 min,"Adventure, Drama, Kids",
s7057,TV Show,Arpo the Robot for All Kids - Save the Baby & More Robot Kids Cartoon,Ruben Östlund,"Gail Thackray, John Henry Richardson, Delia Sheppard",Netherlands,"May 2, 2021",1959.0,PG-13,154 min,"Adventure, Fantasy",
,,Rotters,Charles Barton,"Steven Seagal, Steve Toussaint, Angus MacInnes, Mark Bazeley, Ciera Payton","United States, Thailand","September 15, 2021",1992.0,TV-Y7,150 min,"Drama, Suspense","In this urban detective thriller, Private eye Harry Ross (Paul Newman) lives in the garage of his movie-star friend suffering from cancer, Jack (Gene Hackman) and is attracted to Jack's wife Catherine (Susan Sarandon). However, Harry is drawn into a blackmail scheme that threatens to shatter all their lives."
s6604,TV Show,Boynton Beach Club,Javier Jiménez Vaquerizo,"Test Actor1 US, Test Actor2","United States, Austria","April 24, 2021",2001.0,TV-PG,39 min,"Documentary, Faith and Spirituality, Music Videos and Concerts",A group of white high school teens becomes involved with Harlem's black hip-hop crowd.
s1930,TV Show,Gecko's Garage Vol. 1,LeAnn Erickson,"Jack Huston, Paul Reiser, Diane Lane, Christina Hendricks, Amanda Peet, Noah Wyle, Isabelle Huppert, John Slattery, Andrew Rannells, Aaron Eckhart, Kathryn Hahn","Australia, Colombia, United Kingdom","September 30, 2021",1942.0,NOT_RATE,12 min,"Comedy, Kids, Science Fiction",A ruthless all-female motorcycle gang gets revenge after an attack on one of their own.
s1594,TV Show,Faces on Film,Frank R. Strayer,"Jacob Givens, Derek Haugen, Noel Carroll, Whitney Moore","United States, Sweden, Norway","September 19, 2021",1972.0,PG,128 min,"Action, Military and War","Matt Gallagher finds himself in Toronto's illegal poker clubs every night. They are a world of wild characters, fuelled by addiction and one-upmanship. Matt, out-of-work and with a new baby and wife to support, must put everything he has on the line to bring home the daily bread. But as the stakes rise ever higher, Matt soon discovers that the real meaning of risk lies far beyond the poker room."
s7560,,Sumukhi Suresh - Don’t Tell Amma,Satish Kaushik,Jean-Claude LaMarre,,"August 6, 2021",1986.0,ALL_AGES,141 min,"Action, Comedy, Kids","Fed up with the corruption that was prevalent in the government entities, four ordinary friends band together to form the Ungli gang, aiming to cleanse Mumbai of crime. Consisting of Kalim(Angad Bedi), Gautam(Neil Bhoopalam), Maya(Kangana Ranaut) and Abhay(Randeep Hooda), they target people in the criminal regime and enforce their brand of justice on them, always staying a step ahead of police."
s7503,TV Show,Christmas With The Karountzoses,Christian Cashmir,"Richard Ayoade, Matthew Holness, Matt Berry, Alice Lowe","Chile, Argentina, United States","July 16, 2021",1957.0,NR,142 min,"Kids, Science Fiction","Hired by a young lady, Sherlock Holmes and Dr. Watson investigate the strange recent deaths of her missing father's friends from the army, as well as the whereabouts of the Great Mogul, the second-largest diamond in the world."
s512,TV Show,Howl From Beyond The Fog,Marc Berlin,"Jet Li, Huang Qiu-yan, Hu Jian-qiang, Yu Cheng-hui, Yu Hai",Spain,"September 14, 2021",1952.0,13+,192 min,"International, Suspense","Summer '03 is the hilarious story of 16-year-old Jamie and her family, who are shocked after her calculating grandmother unveils an array of family secrets on her deathbed, one involving religion, the other of a more personal nature. Jamie is left to navigate her own love life and her closest friendships in the midst of this family crisis, and one of the most memorable summers of her life."
s2371,Movie,The Asian Connection,Ben Gregor,"Frank Sinatra, Eleanor Parker, Kim Novak, Arnold Stang, Darren McGavin",Germany,"June 22, 2021",1992.0,TV-MA,68 min,"Comedy, Horror, Kids","The grisly murders that terrorized Camp Arawak have become favorite ghost stories around Camp Rolling Hills six years later. As each of the campers learn the secrets about the murders, their carefree days at summer camp come to an end."
s8346,TV Show,The Outdoorsman,RAHUL KUMAR SINGH,"Sam Seum, Lance ""Powerbang"" Frisbee, Andrea AKA AleDreamGameOn, Coda AKA GymLeaderCoda, Eric AKA TygurStyle, Lukas AKA RealBluTV, Nola AKA NovaLightSky, Reese AKA LowKeyRG, Tanya AKA TanyaLynett, Tim AKA TimTheBrodie",Spain,"September 25, 2021",2005.0,TV-MA,0 min,"Action, Adventure, Horror","Hogi is the best detective in Wonderville! With Hogi's extraordinary powers of observation, there's no case he cannot solve! Let's follow Hogi and the Wonderstar friends in their detective adventures!"
s1829,TV Show,Made In Heaven,Gowtham Namasivayam,"Finty Williams, Derek Jacobi, Judi Dench, Jo Wyatt, Keith Wickham, Jonell Elliott","Poland, United States","October 6, 2021",1975.0,18+,187 min,"Documentary, Sports","Jimmie and his best friend Mont try to reclaim the home built by his grandfather, launching them on a poignant odyssey to find a place to call home."
s3507,Movie,What Comes Around,Anees Bazmee,"Scott Eastwood, Angela Sarafyan, Nick Chinlund, Sue Rock, Karina Junker, Katherine Willis, Mark Hanson, Keith Poulson, Justin Arnold","Poland, United States",,1991.0,7+,,"Anime, Kids, Science Fiction","Come aboard the Steamer, a magical ship with a lovable crew of chefs, from brave Bao and Choi to lazy Mr. Twi, on a high-seas adventure! From crime-fighting Sushi men, to mighty Electric Eels, to magical castles in the sky, the ""Kung Food"" gang is heading off on a trip of fun and laughs that you'll never forget!"
s1613,TV Show,Thought It Was Sweet,Norris Wong,"Paul Coufos, Damian Lee","United Kingdom, India","October 6, 2021",1939.0,16,10 min,"Arthouse, Comedy, Drama",Rachel Allen's Everyday Kitchen shows the chef's passion for delicious and satisfying food that's perfect for everyday lives.
s4533,Movie,Zero Tolerance,Christopher Soren Kelly,,"United States, Italy","July 20, 2021",2003.0,PG,20 min,"Action, Romance, Western","Set in a remote oilfield hamlet cut off from the modern world - one man's journey, from childhood to old age, is seen through a unique cinematic narrative where the past, present and future intertwine to show the life of a character living through time."
s4037,TV Show,Pinkfong! Car Songs (Spanish Version),Jeremy Waltman,"Bob Hoskins, Peter Falk, James Fox, Matthew Rhys","United Kingdom, United States, India","June 12, 2021",1964.0,NOT_RATE,28 min,"Action, Sports, Suspense","When superstar rap mogul C-Note tries to join the Carolina Pines Golf & Country Club, the establishment's snooty members greet him with opposition."
s4369,TV Show,Norman,Gary Lundgren,"Alicia Frame, Randy Bernales, Ric Morgan, Rob Williams, Donovan Lewis","United States, United Kingdom, Kazakhstan","September 19, 2021",1956.0,,51 min,"Special Interest, Suspense","A Violent Criminal, recently released for a murder he committed at just 17-years old, travels overseas and moves to Brooklyn and immerses himself in a dangerous gangster under-world."
s5376,TV Show,Penguin (Telugu),Ron Meyer,"Brandon Auret, Cord Newman, Thandi Sebe","United Kingdom, Spain","June 4, 2021",1928.0,PG,176 min,"Arthouse, Documentary, Special Interest","Prabhu, a young college student, kidnaps his lover Rithika when her father disapproves of their relationship. Manoj Menon, an encounter specialist, is appointed to track them down."
s8201,TV Show,,Collin Schiffli,"Alison Pill, Sissy Spacek, Peter Coyote","Kosovo, Albania, United States, Georgia","September 25, 2021",,TV-G,191 min,"Arthouse, Comedy","This sequel to the award-winning ""ETs Among Us"" covers uncharted territory: history of Antarctica and ongoing UFO connections, secret history of Mars and parallels with Moon and Antarctica, underwater ET bases, and our extraterrestrial origins. Award-winning researcher Linda Moulton Howe exposes shocking revelations of a secret Navy whistleblower."
,Movie,I am woman,Tom McLoughlin,,"United States, France","September 2, 2021",1945.0,NOT_RATE,180 min,"Arts, Entertainment, and Culture, LGBTQ, Romance","A psychotic big game hunter, Zaroff (Leslie Banks) deliberately strands the survivor, Robert Rainsford (Joel McCrae), of a luxury yacht on a remote island. It is here Zaroff begins to hunt Rainsford and a companion, Eve Trowbridge (Fay Wray), for sport."
s7481,Movie,Snowdonia 1890,Anil Charanjeet,"Anton Pardoe, Athony Dilio, David Beck","India, South Africa, Brazil","October 5, 2021",,TV-Y7,8 Seasons,"Comedy, Sports","One brutal home invasion, five murders, two detectives and No Witnesses."
s2643,Movie,Asawa Ko Karibal Ko,,"Henry Fonda, Terence Hill",Mexico,"April 30, 2021",,TV-Y,,"Action, Comedy, Suspense",Catching Hell In The City Of Angels is a documentary about life in South Central Los Angeles. Focusing on both gang members and the Police the film creates an unflinching portrait of one of the world's most notorious neighbourhoods.
s1892,TV Show,All Who Loved Her,Dharani Dharan,"John Cusack, Leelee Sobieski, Molly Parker, Noah Taylor","Switzerland, India",,1967.0,R,105 min,"Action, Horror","Rajaram (Sanjay Narvekar), an ordinary librarian, finds himself standing against a powerful builder and his goons, who want to vacate the chawl in which he resides. His life changes after receiving a pair of magical eyeglasses from his step-grandpa's spirit."
s7904,Movie,The Sheik,Mora TV,"Rani Mukerji, Tanuja, Satish Shah, Vivek Oberoi, Sandhya Mridul, Swaroop Sampat, Sharat Saxena, Tinnu Anand","United States, Germany, Japan, United Kingdom, Hong Kong","August 26, 2021",1920.0,PG,167 min,"Action, Sports",A story that follows two couples who mistakenly find themselves in a marriage they never expected and gradually grow in love and trust over time.
s8466,Movie,GD,R.S Durai Senthilkumar,Pete Correale,"United States, Italy","June 21, 2021",2007.0,ALL,50 min,"Action, Drama, Science Fiction",The Mongol Empire had grown to the largest the world had ever known. It's armies now laid siege to much of Eastern Europe. A small village fights for freedom in the frontier landscape of the Carpathian Mountains.
s8621,TV Show,2 Days In New York,Yaa Boaa  Aning,"Jack Lemmon, Sandy Dennis, Sandy Baron","Canada, Germany","July 17, 2021",1938.0,TV-14,101 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","The failed actor Rui (Pedro Monteiro) inherits a millionaire apartment and puts it up for sale to fulfill his dream: to star in the remake of a famous Chuck Norris film. While trying to sell the apartment, he has to negotiate the rights to produce the film, solve his love life and deal with an unusual problem: being a redhead."
s5415,TV Show,The Murder of Laci Peterson,Shane Dax Taylor,"William Devane, Patty Duke","Germany, Canada, United States, France, United Kingdom","July 16, 2021",1968.0,TV-MA,162 min,"Animation, Kids, Science Fiction","Married Rudina sets off on a long journey with her pregnant sister, Elma, to meet their strict, traditional father in the Albanian village where they were born. As Rudina's car makes its way across the mountains, Elma comes up with a plan to enlist an ex-classmate to play the part of her husband."
s1505,TV Show,Caryl of the Mountains,Bakhtier Khudoynazarov,,"United States, India","October 6, 2021",,AGES_18_,154 min,"Drama, Special Interest, Suspense","Bev, a warm and cuddly wife and mum who is happy with her life, but can't help wishing for a bit of excitement now and again. So when she bumps into an old flame who wants to whisk her away to Paris, she is torn between wanting to go and not wanting to hurt her husband. Will she or won't she? Her would-be lover is ridiculously persistent."
,,Eloise At The Plaza,Fredric Hobbs,"Rod Cameron, Angel Aranda, Vivi Bach","United States, Mexico","September 9, 2021",1941.0,7+,,"Documentary, LGBTQ, Special Interest","Karthik (Karthik Kumar), a young lawyer, falls in love with Poongothai (Poongkothai Chandrahasan), the daughter of a businessman (Vijayakumar). Poongothai's father and sister (Janaki Sabesh) run a multi-level market and are imprisoned for false accusations."
s3276,Movie,,Gil Junger,"Sanjay Dutt, Aditi Rao Hydari, Sharad Kelkar, Shekhar Suman, Rahul Verma Rajput, Sidhant Gupta, Riddhi Sen, Puru Chibber, Sunny Leone","United Kingdom, United States, India","June 23, 2021",1971.0,TV-Y,550 min,"Animation, Horror","Every punch hurts, but the last one is...the punch of death"
s6439,Movie,Best of BabyFirst Art Music Language And More,Thom Marshall,"Amanda Leyden, John Leyden, Headmaster Dermot Dix","United Kingdom, Hungary, United States","October 5, 2021",1961.0,TV-14,76 min,"LGBTQ, Special Interest","While on layover in Paris, a grieving American flight attendant has a ren-dezvous with a seedy nightclub bartender and becomes tangled in a web of miscommunication, masochism, and unrequited amour fou. Official Selection of Tribeca 2017"
s1066,Movie,Bhoomi,John Borowski,"Patty Duke, Richard Crenna, Katy Boyer, Missy Crider, Jon Gries, Liza Snyder","United States, China","August 1, 2021",2013.0,7+,3 Seasons,"Drama, LGBTQ","Based on a true story about the forbidden love between Jason Johnson, a U.S. Marine, and Meriam Al-Khalifa, a Bahraini Princess."
s1309,Movie,The Chinese Caper,Jonathan W.C. Mills,"Ken Gallacher, Brenda Gallacher",Egypt,"June 22, 2021",1945.0,TV-Y7,7 Seasons,"Adventure, Drama","John (Luke Wilson) is taken on a murder-fueled ride by a mysterious stranger (Samuel L. Jackson) that transforms the weak-willed, disillusioned husband and father into a desperate hero willing to go to any length to protect his family."
s697,Movie,45 Days To Be Rich,Tara Johnson-Medinger,"Simon Baker, Paz Vega, Chloe Moretz","Chile, Argentina, United States","July 26, 2021",1984.0,TV-Y7,70 min,"Comedy, Kids, LGBTQ","Adam and Lamia are a Christian Arab couple from Nazareth - members of a vanishing minority in the Holy Land. When Lamia gets pregnant, Adam decides it's time to make it big and provide for his family by entering the biggest local business - religion. He begins to sell... Holy Air. Official Selection of Tribeca Film Festival 2017, Mill Valley Festival, Palm Springs International Festival"
s6296,TV Show,For My Daughter's Honor,Alfred Hitchcock,"Jason Mewes, Kevin Smith",Australia,"May 13, 2021",1937.0,TV-NR,15 min,"Action, Adventure, Fantasy","In 1888 the people of London are terrified by a series of murders on the fog-shrouded streets, with the only connection being that all the victims were women and showgirls. Around this time, mild-mannered and secretive pathologist Mr. Slade (Palance) rents an attic apartment in the heart of London. Mr. Slade falls in love with dancer Lily Bonnery (Smith), who does not return his affections. As the police search frantically for ""Jack the Ripper,"" Mr. Slade comes under suspicion for the murders."
s9128,TV Show,Nightlight,Suneel Darshan,"Pablo Martinez, Maria del Fernandez","Iran, France","April 10, 2021",2007.0,18+,40 min,"Action, Adventure, Documentary","Compelling, true-life stories that lay bare human behaviour at its best and worst."
s5317,Movie,John Brown's Body,Srijit Mukherjee,"Trevor Eve, Amanda Ooms, Peter Stormare","Japan, France","July 3, 2021",1939.0,18+,58 min,"Action, Comedy, Horror","A young soldier returns home to his wife, but when a woman from his war-torn past also arrives in the village, secrets from his past are destined to get in the way of his future."
,Movie,On Putin's Blacklist,Paul Van Carter,"Gulshan Devaiah, Anjali Patil, Heeba Shah, Robin Das","Japan, France","September 9, 2021",1937.0,7+,10 Seasons,"Action, Horror, Science Fiction","Jaggi, a farmer, travels to Australia in order to save his village. Once there, he is chased by a few goons and ultimately kidnaps a girl from her own wedding."
s3769,TV Show,They Stole The Bomb,Philip Seymour Hoffman,"Robert Nolan, Patrick O'Donnell, Fred Mayer, Gerald Schwab, John Billings, Ani Weber, Manfred Weber, Steve Shand, Erik Markewich, Sean Connolly Affleck, Shawn Devlin, Owen Bevan, Maarik Pinkney, Ben Davidson, Linzee Barclay","United States, Canada","June 23, 2021",2021.0,TV-14,52 min,"Action, Romance, Western","Quirt Evans, an all round bad guy, is nursed back to health and sought after by Penelope Worth, a Quaker girl. He eventually finds himself having to choose between his world and the world Penelope lives in."
s2278,TV Show,AWS DeepRacer TV,,"Jisshu Sengupta, Abir Chatterjee, Priyanka Sarkar","United States, China","July 23, 2021",1966.0,AGES_16_,144 min,"Arthouse, Comedy",American Tourists travel to Panama and have a very terrifying experience.
s2972,,,King Baggot,"ANDREA RISEBOROUGH, HAROLD TORRES, CLAUDIA PINEDA, TCHEKY KARYO, GIUSEPPE DE DOMENICO, GABRIEL BYRNE, DANE DEHAAN, ADRIANO CHIARAMIDA","Canada, Germany","September 29, 2021",,TV-Y7,21 min,"Action, Science Fiction","A poor Venu works at a roadside shop and loves Jyothi, who is employed in the adjoining apartment. Before Venu gets a chance to express his love to her, she meets with an accident and he is arrested."
s9451,Movie,Dancing at The Harvest Moon,Andrew Loveday,"Claire Foy, Matthew Macfadyen, Tom Courtenay, Andy Serkis, Eddie Marsan","Brazil, United States, India","May 19, 2021",2019.0,G,94 min,"Action, Arts, Entertainment, and Culture, Drama","Described by Jim Jefferies as ""F@#!%ing Hilarious"" and by Bill Burr as ""One of my favorites to watch,"" this former marine biologist-turned-comedian is an expert at pointing out the shortcomings of our species."
