show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s5911,Movie,Casual Encounters,Jason Hawkins,"Edmond O'Brien, Frank Lovejoy, William Talman, Jos? Torvay","Brazil, United States, India","April 13, 2021",2005.0,TV-G,73 min,"Comedy, Military and War, Suspense","1994. Paranormal Investigator, Harry Price is called in to look at the story of Borley Rectory, said to be the most haunted building in the world before it was mysteriously destroyed by fire just before WWII."
s2385,Movie,War (Telugu),William Boyd,"Camilla Grilli, Shadia Salem, Mario Giustini, Matteo Salemi, Anna Maria Bellinzona, Stefano Villavecchia","Germany, Austria, United States","June 21, 2021",1949.0,NR,,"Horror, Science Fiction, Suspense","Jacob is quickly digressing into a state of insanity as Davis and Michael are confronted with a new issue: global disease, which only makes matters worse. In a race against the clock, they see the world fade around them, and letters and envelopes seem to be all that's left for mankind."
s4712,TV Show,Trafficked,Richard Dennison,"Kandace Burnett, Deonde Crawford, Janeshia Wilson, Kejuan Moses, Thomas Hanks","United States, Japan, Singapore, South Korea","August 1, 2021",1986.0,NOT_RATE,17 min,,"In a small town, a young, tight-knit group of friends fall in and out of love over the course of one intoxicating, music-filled summer night."
s8166,,I Was A Greenhouse,Douglas McGarth,"Pippa Haywood, Polly Walker, Phoebe Dynevor, Iain Glen, Harry McEntire, Adam Gillen, Don Gayle, David Bradley, Adrian Rawlins, Phillip Mulhern, Emma Rigby, Natalie Gavin","United Kingdom, Spain","June 21, 2021",1957.0,TV-MA,183 min,"Documentary, International, Special Interest",An idealistic tenderfoot Chicago hotel clerk is taken on a cattle-drive to Mexico by famous trail boss Tom Reece but discovers that cowboy life isn't what he expected.
s9133,TV Show,The Cry of The Owl,Wyott Ordung,"Christia Visser, Alison Botha, Zak Hendrikz, Francois Maree, De Klerk Oelofse",Switzerland,"May 12, 2021",1932.0,TV-NR,106 min,"Horror, Young Adult Audience","For her birthday this year, Elizabeth has been given two pink pistols and a reason to use them when a gang of vicious criminals murders her grandfather in cold blood. Packing her trusted pink heat, Elizabeth sets out to avenge her family, leaving a trail of bullet-riddled bodies in her wake."
s305,Movie,Fresh Meat,Allan Dwan,"Kouki Uchiyama, Tasuku Hatanaka, Yui Fujimaki, Yuuki Ono, Ryohei Kimura","United States, Germany, Japan, United Kingdom, Hong Kong","June 29, 2021",1927.0,PG,106 min,"Arthouse, Arts, Entertainment, and Culture, Comedy","Live from New York, Steve Brown brings his high-pitched, high-energy voice to his hilarious first comedy special, Yeah, I Talk Like This. Detroit born and Southern raised, Steve brings soulful humor and antics to create hilariously inventive characters that we can all relate to."
s8110,TV Show,Caronte,Rudrapatla Venugopal,"Jack Lemmon, Sandy Dennis, Sandy Baron",Japan,"October 4, 2021",1964.0,G,17 min,"Action, Drama, Kids","Breathing new life into the traditional civics lesson, Peter Sagal travels across the country on a Harley Davidson to find out where the U.S. Constitution lives, how it works and how it doesn't ... how it unites us as a nation and how it has nearly torn us apart."
s2282,Movie,WPC 56,Matt Mitchell,"Tyler Mauro, Kayliegh Gilbert","Germany, Austria, United States","June 21, 2021",1961.0,TV-14,183 min,"Drama, LGBTQ, Unscripted","Kay Kerrigan commits a murder and then changes her hair color, assumes a new identity and flees the country by ship. She's unaware that she's being followed by Sam Wye, a skirt chasing detective. The two soon develop a shipboard romance. Will Sam be able to bring Kay back to the States and likely imprisonment?"
s2722,TV Show,Baby Cat,Torsten Künstler,"Stacey Maltin, Alice Kremelberg, Jay DeYonker, Walker Hare, Victoria Negri","Canada, United States, Brazil","March 30, 2021",1957.0,NOT_RATE,15 Seasons,"Adventure, Comedy, Fantasy",Three unrelated people slowly realize that they are dreaming separate parts of a common dream.
s9430,TV Show,Beautiful Vistas from Around the World,Nash Edgerton,"Mike C. Nelson, Ellie Church","India, Sweden","August 17, 2021",1989.0,TV-G,,"Arthouse, Young Adult Audience","A revamping, if you will, of the 1980's classic horror movie showcase, hosted by Elvira, Mistress of the Dark. While hosting ""I Eat Your Skin,"" Elvira complains that there's no actual flesh eating in the film, so she invents the I Eat Your Skin Diet and hawks Zombatrim pills."
s1896,Movie,Ong Bak - The Thai Warrior,David L. Walker,"Dr. Dre, Nas","France, United States","October 3, 2021",2019.0,TV-Y7,159 min,"Comedy, LGBTQ",A coming-of-age war musical about a small town boy serving his compulsory two year military training in the South African Defense Force Choir and Concert group - known as the 'Canaries'- during the height of the Apartheid regime.
s6061,Movie,Omega Doom,David Mamet,"Betty Blythe, Lon Chaney","United States, Belgium, Denmark, France","June 20, 2021",1949.0,PG,85 min,"Comedy, Military and War, Suspense",Iran and Spain have come to an agreement on a big project in Hendurabi Island in the south of Iran. A lot of companies and persons are greedy to win the bid.
s6748,Movie,Behind Closed Doors,Americ,"Sidney Poitier, Barbara McNair, Gerald S. O'Loughlin, Sheree North, Fred Beir, Allen Garfield, Bernie Hamilton, Graham Jarvis, Raul Julia","India, South Africa, Brazil","April 27, 2021",1990.0,ALL_AGES,52 min,"Horror, Romance, Suspense","Mari Illustrious-Makinami pilots Provisional Unit-05 to defeat the excavated Third Angel. Asuka Langley-Shikinami and EVA-02 defeat the Seventh Angel. The Eighth Angel appears and attacks NERV HQ. EVA-03 is taken over by the Ninth Angel during testing and Shinji deploys to stop it, but learns Asuka is aboard. Gendoh switches EVA-01's controls over to the Dummy System and begins fighting EVA-03..."
s5741,Movie,One Child,Dídac Cervera,"Laurent Malaquais, Erik Niel, Kari Alison Hodge, Melissa Lydia McBride, Dee Reynolds","Denmark, Sweden, United States","July 20, 2021",1967.0,ALL_AGES,9 min,"Drama, Music Videos and Concerts","From the UK streets, DocoBanksy finds the truths and explores the impact that Bansky, the world's most famous graffiti artist, has had on the art world, on the expression of protest and satire, and on the perception of what you can do with a spray can and a stencil. Plus, take a look inside the highly active art collector's world and the shocking influence of celebrity."
s5438,Movie,Dakota,Stephan Elliott,"Paul Rudd, Lauren Ambrose, Ron Eldard, Josh Hamilton, Sarah Paulson","United States, United Kingdom, Kazakhstan","August 6, 2021",1987.0,AGES_16_,190 min,"Action, Special Interest","A betrayed wife (Jacqueline Bisset), whose husband leaves her after 25 years, returns to the lake where she first fell in love and begins an affair with the son (Eric Mabius) of her first love."
s4133,Movie,Syrup,Hark Tsui,"Mario Lopez, Garey Busey, Bo Hopkins, Tracy Scroggins",New Zealand,"September 4, 2021",1985.0,AGES_16_,151 min,"Drama, Military and War, Suspense","Federal agents Alan O'Connor (Nagel) and Bobbie Reynolds (Hunt) are hot on the trail of a vicious gang of bank robbers, who have a habit of leaving corpses along their destructive path. Making their investigation easier is the fact that these robbers also killed an old counterfeiter and stole his entire stash of counterfeit money, and the gang unwittingly leaves a trail of counterfeit cash for the agents to follow. However, time is of the essense for this G-Man and G-Woman to find and follow all the clues to the gang, before still more innocent people die in the robbers newest plan. Last in the series of mysteries starring Conrad Nagel and Eleanor Hunt together."
s210,Movie,Kabullywood,Sujeeth,"George Shevtsov, Bob Newman, Georgina Haig, Baz McAlister, Lauren Dillon, Lynda Stoner, William Garvey, Pennyanne Lace, Paul Holmes, Catherine Miller, Andy Barclay, Paul Bryant, John Rees-Osborne","United States, Germany, Brazil, Italy","August 21, 2021",1944.0,ALL_AGES,,"Drama, LGBTQ, Suspense","In order to save tiny Luxembourg from a cosmic catastrophe, a civil servant in a midlife crisis has to find back his lost superpowers and face his biggest fear: his family."
s6199,TV Show,Double Tap,Bob Rafelson,"David Blood, Anita Booth, Isla Carter, Anthony Edridge",Spain,"May 1, 2021",1933.0,TV-PG,153 min,"Adventure, Drama","The unique and compelling story of one man taking on the mountains, an athlete's battle against addiction, set against the dramatic background of the Alps during the Tour de France, Pantani: The Accidental Death of a Cyclist is the tragic tale of Marco Pantani versus himself."
s5732,TV Show,The Tall Man,Fred Wolf,"Sfera Ebbasta, Diplo, Steve Aoki, Rvssian",Malaysia,"September 11, 2021",2019.0,16,28 min,"Documentary, Music Videos and Concerts","In Africa during WW1, a gin-swilling riverboat owner/captain is persuaded by a strait-laced missionary to use his boat to attack an enemy warship."
s4213,TV Show,Forrest Shaw: Poor Decisions,Michael Mazzola,"Craig Hall, Matthew Sunderland, Gina Varela","United States, Italy","July 24, 2021",1921.0,16+,145 min,"Comedy, Drama, Kids","Nicole Blaine, a thirty-something mother of two, follows her dream of being a stand-up comedian - by turning her daily motherhood fails into comedy bits on the stage. In this original stand-up comedy special, Nicole Blaine bribes her own real-life-children and husband to play the parts that they inspired for her jokes. They all suck so she has great material. After all, Life's a Bit*%"
s8708,Movie,Demon House,Matthew Cole Weiss,"Lucas Grabeel, David Hasselhoff, Bree Turner, Gary Hudson",Japan,"July 12, 2021",1982.0,NC-17,39 min,"Drama, Music Videos and Concerts","With an over-the-top theme song, cheesy creature effects, and a ridiculous final act that will truly surprise anybody who didn't finish reading the title, this flick is truly an 80s cheese connoisseur's delight. This feature is a parody and contains the original movie combined with a comedic commentary by Mike, Kevin and Bridget from RiffTrax (formerly of MST3K)."
s5997,TV Show,LuLaRich,Chet Brewster,Nick Jackson,"Germany, Canada, United States, France, United Kingdom","June 3, 2021",,NOT_RATE,116 min,"Comedy, Fantasy","Little Big Awesome follows Gluko and Lennon, the two best friends ever of all time in the history of everything.  While having weird and wonderful adventures around Townopolis, these besties help the citizens live their best lives, even if helping sometimes causes more problems than it solves."
s7606,TV Show,,Boyapati Srinu,"Merle Oberon, Melvyn Douglas, Burgess Meredith, Alan Mowbray, Olive Blakeney, Harry Davenport, Sig Rumann, Eve Arden",Mexico,"June 24, 2021",2014.0,18+,123 min,"Comedy, Drama, Horror","Director Mel Brooks' comic spoof of the Frankenstein (that's 'Fronk-en-steen') films is a comedy classic! Featuring Teri Garr, Madeline Kahn, Cloris Leachman, Gene Hackman and Peter Boyle as The Monster."
s3361,TV Show,El Lute: Run for Your Life,Davide Marengo,"Sheridan Smith, Paul Nichols, Michael Maloney, Hadyn Gwynne, Nate Fallows, Rebekah Staton, Susannah Field",Australia,"May 24, 2021",1943.0,PG,190 min,"Adventure, Fantasy, Kids","Arun and Parvathi give an interview about their love story, but they fight even before the interview gets over. Parvathi has problems at her home, as her mother Saroja wants to divorce her father Akilan."
s6665,TV Show,Conjuring the Genie,Matt Patterson,"Henry Czerny, Mary Elizabeth Rubens, Daniel Kash",Australia,"July 26, 2021",1925.0,NR,207 min,"Comedy, Drama, Science Fiction","Hilarious veteran women of comedy are hand picked by Snoop for their rare and raw true comedy talent and Bad Girl perspective. Starring: Tiffany Haddish, April Macie, Cookie Hull, Monique Marvez and Luenell. Copyright 2012 Laugh Out Loud Comedy, Inc. distributed by lolflix, Inc. filmed during the Laugh Out Loud Comedy Festival."
s5981,TV Show,Distemper,Penelope Lawson,"Raj Tarun, Varsha",Switzerland,"July 20, 2021",2002.0,ALL_AGES,23 min,"Arts, Entertainment, and Culture, Drama","Inspired by true events about the French New Wave darling and Breathless star, Jean Seberg – this noir-ish thriller by Benedict Andrews shows the unraveling and destruction of Seberg’s life and career when Hoover’s 1960’s FBI targets her with overreaching surveillance and harassment in an effort to suppress and discredit her activism and support of the civil rights movement."
s2878,TV Show,The Boarding School: Las Cumbres,"Doug Prose, Diane LaMacchia","Steven Weber, Laura Linney, Kirsten Storms","Canada, United States, Brazil","May 22, 2021",,16,146 min,"Arts, Entertainment, and Culture, Romance","An atheist determined to disprove the existence of the supernatural is consumed by a horrifying evil force that will not release him. Stars Shane Johnson, Dale Dickey, and Julie McNiven"
s8292,TV Show,Camp X and the Birth of the CIA,"Harry Thomason, Nickolas Perry","Randolph Scott, Robert Mitchum, Alan Curtis, Noah Beery Jr, J Carrol Naish, Rod Cameron, Milburn Stone, Dudley Dickerson, Sam Levene, Richard Lane, Peter Coe, David Bruce, Walter Sande, Grace McDonald","Denmark, France",,1946.0,TV-G,240 min,"Comedy, Horror, Kids",Nighttime Beaches for Sleep and Meditation features one-hour of low-light soothing photos with complementary white noise natural sounds in a sequence following the five stages of sleep. Sleepwell Channel videos on AmazonPrime feature long-play (3-9 hours) with ultra-dark video with natural sounds. All Sleepwell programs are included in your Prime Membership.
s2664,Movie,Tarzan And The Trappers,"Rami Alon, Silvio Narizzano","J. D. Chakravarthy, Dhruvva, Aishwarya Dutta, Anjana Prem, Saranya Ponvannan, Mime Gopi, Ramachandran Durairaj","United States, Japan","October 6, 2021",1967.0,ALL,182 min,"Action, Animation, Drama","David and his adventurous group of friends embark upon a caving expedition within the deep and treacherous Shankali Caverns of India. As the group descends deep into the caves, they discover they have trapped themselves within the breeding den of giant black centipedes."
s4841,TV Show,The Ash Lad: In Search of the Golden Castle,j ramesh,"Deborah Revy, Helene Zimmer, Gowan Didi","France, United States","April 26, 2021",1963.0,NR,149 min,"Arthouse, Drama, LGBTQ","Clip show made from home videos from people's personal collections of extreme, funny and dangerous vacations."
s647,TV Show,Gubbacchi Goravanka,Ashu Trikha Jim Mulligan,"Dean Acheson, General Bergeret","United States, Austria","September 4, 2021",1996.0,AGES_18_,153 min,"Action, Comedy, Suspense","Canada is the second-largest country on Earth, and the quintessential wilderness. Vast, dangerous, and magnificent; it's a land of towering mountains, endless forests, untamed rivers, enchanting lakes, and an awe-inspiring frozen north."
s6910,Movie,,Terry Ingram,Owen Benjamin,"India, Denmark","September 14, 2021",1928.0,TV-Y7,601 min,"Action, Adventure, Faith and Spirituality","Comedian Liz Stewart tackles ghosts, drugs, and motherhood in her debut comedy special, filmed while she was 8 1/2 months pregnant."
s7116,TV Show,Hud,Karen J Lloyd,"Kumud Mishra, Lubna Salim, Harshit Sidwani","China, United States, United Kingdom","August 4, 2021",1981.0,ALL,158 min,"Kids, Special Interest, Sports","Detectives investigate the disappearance of a young girl who goes missing from her home during a family birthday party. As detectives piece together the events of that fateful night, they soon discover there's more to the story than they realized. A complex matrix of abuse and even murder begins to materialise, and one of the detectives finds himself dangerously entangled."
s6146,Movie,One Special Night,Jonah Miles,"Meredith Host, Jason McCall, Andrew Baltes",Germany,"September 26, 2021",1937.0,TV-G,166 min,"Action, Anime, Comedy","Married but single, Vito quickly learns that love, lust and passion doesn't always mix."
s6826,TV Show,A Reckoning,Karl Brown,"Dyanik Zurakowska, Emilio Gutiérrez Caba, Víctor Israel","United States, Mexico","April 20, 2021",,16+,,"Arthouse, Arts, Entertainment, and Culture, Drama","Dive beneath the sea in search of the Tulsamerican, a B-24 bomber that crashed at the height of World War II. Join a team of archaeologists on a dangerous mission to recover the fallen airmen and identify their remains."
s5901,Movie,Nursery Rhyme Cartoons from Mother Goose Club,Logan Bush,Jonathan Brook,"Germany, Canada, United States, France, United Kingdom","July 27, 2021",1929.0,NR,124 min,"Action, Drama, Sports",A relaxing campfire in a stone fire pit with background ocean waves. Filmed in it's full duration (not a looped clip) the logs are consumed and replenished with fresh firewood for a realistic fire experience. Watch and you may even find a S'Mores' or two roasting on the fire.
s393,Movie,Harem,Joey Kuhn,Jill-Michele Melean,"Japan, France","July 16, 2021",2018.0,PG,72 min,"Arts, Entertainment, and Culture, Comedy, Drama","The story starts with a murder of Minister from there at a marriage of hero's friend. There hero find a girl named Meghamala, Where she is Nexalite cause of circumstances, How the hero find the girl where locked up at Naxalite group in the forest."
s46,Movie,Hell House LLC,Megan Griffiths,"Ky-Mani Marley, Spragga Benz, Louie Rankin","Chile, Argentina, United States","April 27, 2021",2018.0,NOT_RATE,114 min,TV Shows,"After a rocky start, a friendship develops between a happy-go-lucky youth and a girl from the city."
s27,TV Show,15-Minute HIIT Two 8.0 (tabata workout with weights),AK. Reed Films  (Amire k reed),"Richard Cooga, Sean McClory, Carole Mathews",United States,"October 6, 2021",1990.0,7+,113 min,"Arthouse, Horror, Romance","These vets are dedicated to saving the lives of animals big and small working from for extraordinary practices in the north of England. They are on called 24 hours a day 365 days a year, always ready to care for any animal."
s4254,Movie,Mia meets Morgenrot,"D.J. Viola, Harold P. Warren","Dinesh Ravi, Malavika Nair, Aadukalam Murugadoss, E. Ramdoss","China, United States, United Kingdom","April 10, 2021",1971.0,TV-MA,104 min,"Arts, Entertainment, and Culture, Comedy, Drama","The world's best skiers go beyond their wildest dreams to conquer the steepest runs ever faced. Fantastically beautiful images, along with devastating avalanches and fatal spills only serve to push them harder - higher – and faster."
s6475,TV Show,An Eye For an Eye,Manfred Oldenburg,"Katarzyna Al Abbas, Miroslaw Baka","Switzerland, India","August 21, 2021",1980.0,PG-13,107 min,"Animation, Drama, Faith and Spirituality","Two years on, Joe knows he is different. As he starts to struggle, it's up to his family to help him make sense of the world."
s3852,TV Show,George Reddy,Jonathan Mumm,"Wendy Wolfcarius, John Hurt, Rik Mayall, Michael York, Michael Gambon, Sally Ann Marsh, Matt Hill, Shirley Anne Field, Diana Quick, French Tickner, William Vanderpuye, Paul Dobson, Michael Dobson, Peter Elliott, Janyse Jaud, Alix Bates, Chris Connor, Anthony Jackson, Alexander John, Chantal Keast, Miles Laddie, Chris Lang","United States, Germany","June 24, 2021",1926.0,TV-Y,123 min,"Action, Adventure, Drama","A vicious, bloodthirsty predator traps a group of friends (Keke Palmer, Jeremy Sumpter, Elizabeth Gillies) in an isolated cabin."
s8141,TV Show,The Mad Hatter,Saurabh Shrivastava,"Rudolf Martin, Jane March, Christopher Brand, Peter Weller, Roger Daltrey","United States, India","August 27, 2021",1971.0,NR,132 min,"Action, Young Adult Audience","Join Yakov Smirnoff for a hilarious look at the oddity of the English language and American slang. This special has it all - ""the whole kitchen sink!"""
s7765,TV Show,EVANGELION:3.33 YOU CAN (NOT) REDO.,Hugo Fregonese,"Indrans, Sreenath Bhasi, Vijay Babu, Manju Pillai, Neslin, Kainakary Thankaraj, KPAC Lalitha, Srikanth Murali, Johny Antony, Pauly Wilson, Maniyan Pillai Raju, Anoop Menon, Aju Varghese, Kiran Aravindhakshan, Chithra, Priyanka Nair","United States, United Arab Emirates","August 26, 2021",1984.0,R,47 min,"Action, Suspense",Courageous Love is a faith-based romantic drama about a young executive who falls in love with one of his fellow employees while working undercover.
s6045,Movie,Vex,Test Director,"Hannah Fierman, Geoff McKnight, Zach Galligan",Brazil,"September 11, 2021",1998.0,ALL,209 min,"Adventure, Drama, Kids","The story revolves around two guys who make use of different ways to earn money and enjoy life, but their life changes when they accidentally get a statue, which is an angel from heaven."
s8565,TV Show,Exit Speed,patrick A. Albright,"Andrew Luan, Robert Shiller, Louis Hyman","United States, Switzerland","May 24, 2021",1991.0,ALL,94 min,"Special Interest, Unscripted",A jewel thief's nephew is sent along on a heist to ensure a longtime partner in crime stays honest about the division of the loot.
s4470,Movie,,Warwick Thornton,Bill Kurtis,"United States, United Kingdom, Germany","June 25, 2021",1962.0,ALL_AGES,56 min,"Comedy, Music Videos and Concerts","Aditi and Eklavya are living their life day by day in Mumbai with a dream of making it big someday. One day Eklavya comes across Aditi in a very awkward manner, They urge to fall in love kept growing but somewhere along with the feeling of love the inner insecurities of getting hurt by love also kept rising which kept them apart from committing to each other"
s2593,Movie,Wahlburgers,F. Richard Jones,"LB, Arron Michael","Brazil, United States, India","April 26, 2021",1997.0,TV-Y,96 min,"Animation, Anime, Kids",A comedy of the tragic life of someone who must live like the people around him despite his own preference. The Human Comedy is a comedy narrative of the tragic life of a person who finds himself doing as the Romans do unwillingly.
s3563,TV Show,Anne Edmonds: What's Wrong With You?,"magnolia, Magnolia","Mary Cameron Rogers, Alexandra Rose, Rob Marshall, Courtney Gains, Becki Hayes","United States, Switzerland","April 20, 2021",1993.0,TV-G,145 min,"Drama, International, Suspense","Forced out of their apartment due to dangerous works on a neighboring building, Emad and Rana move into a new flat in the center of Tehran. An incident linked to the previous tenant will dramatically change the young couple’s life."
s7091,,All Good Things,Michael Schoemann,"Chad Halbrook, Sasha Higgins, Chester Gayao, Abel Becerra",Egypt,"July 24, 2021",1935.0,UNRATED,59 min,"Action, Kids","This long running crime series delves into the heart of highly-publicised disappearances, the most meticulous crimes, unresolved multiple murders, kidnapping, illegal confinement and stories of passion that met shocking and tragic endings."
s1353,Movie,Heist,Meer,"Jeannie Berlin, Steve Carell, Jesse Eisenberg, Blake Lively, Parker Posey, Kristen Stewart, Corey Stoll, Ken Stott",France,"June 23, 2021",1932.0,TV-Y7,4 min,"Science Fiction, Suspense","Yoga relaxation takes the whole body into a deep state of conscious relaxation. This means the mind has been afforded the tools needed to switch off its subconscious. During a sleep or dream state, the conscious mind is turned in the off position and as a result we have dreams which may lead to you not sleeping well, waking up often and feeling exhausted."
s9504,Movie,,"Jodi Flynn, Brent Montgomery",Peter Tomarken,United Kingdom,"June 24, 2021",1962.0,UNRATED,269 min,"Action, Comedy, Suspense","The reaper, Railroad Jack, has no mercy when it comes to torturing and slaughtering anyone who meets his eye. When a group of teens set out on a school field trip to learn about the industrial revolution, Jack has a different plan in mind for them. Ensuring the teens' school bus crashes on their way back, he lures them to a nearby carnival, where he dares to pick them off one by one."
s7062,TV Show,Soothing Surf at Del Norte for Sleep black screen,Ed Perkins,"Jyoti Kalash IAS, Sandeep, Anuwansh Sharma, Fr. Stanley K, Reema Ojha, Meenu, Nikhil sahu, Bhopal singh, Vijay yadav, Sagar, Sohit sony","United Kingdom, India","July 8, 2021",2000.0,TV-14,111 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","The time has come for Jason to fulfill his destiny - or Atlantis will be lost beneath the waves forever. A year has passed and much has changed. With the future looking bleak, Ariadne turns to her most trusted friends for support and so Jason, Hercules and Pythagoras are thrust to the very heart of politics and power in the city."
s5066,TV Show,Mega Dinosaur Fun T-Rex Ranch,William Butler,Kalu Ikeagwu Scarlet Gomez Bukky Thomas,"United Kingdom, United States, India","April 26, 2021",2014.0,TV-NR,15 Seasons,"Adventure, Documentary, Military and War","This Emmy-winning mini-series from Bryan Singer (""X-Men"") follows a team of four experts as they investigate the disappearance of shipping vessels in the Bermuda Triangle, where they find a cosmic threat that might unravel time itself."
s5361,TV Show,Gone with the Light,Arvi,"Joey King, Jack Kilmer, Andrea Savage, Paul Scheer, June Squibb, Erin Darke, Stephen Ruffin, Kelly Lamor Wilson, Logan Medina, Travis James, Bill Eudaly, Elise DuQuette","United States, Japan, Singapore, South Korea","September 14, 2021",1980.0,AGES_18_,21 min,"Action, Science Fiction","Follow 4 families raising children diagnosed with Bipolar Disorder - a single mother whose son Chase has been hospitalized 6 times; a grandmother raising 4 kids diagnosed with Bipolar Disorder, a little girl, Samantha, who was diagnosed at age 3, and Kelsey, a courageous pre-teen who heroically manages her moods, even as she faces the intensifying social pressures in school."
s1391,Movie,Stag Hunt,Raymelle A Adams,"Tomas Milian, Gregg Palmer","United States, China","October 5, 2021",1973.0,PG,144 min,"Animation, Arts, Entertainment, and Culture, Comedy","Santhosh, a youth who is struggling with 'Micro Penis Syndrome' marries Amrutha in an unavoidable situation but continues to postpone their first night nuptials. He comes across a Godwoman who has a herbal medicine to address his problem which leads to a misunderstanding between him & his wife. How he resolves this situation with the help of a psychiatrist forms the crux of the story."
s7299,Movie,Jingle Burgers - A Parry Gripp Christmas Album,Devon Bray,"Julianne Moore, Chris Bauer, Arija Bareikis, Roy Scheider, Noah Wyle, Hope Davis, Blythe Danner, James Le Gros, Michael Vartan, Laurel Holloman, Brian Kerwin","United States, Japan, Singapore, South Korea","May 29, 2021",2001.0,TV-14,1 Season,"International, LGBTQ, Suspense","SPIRAL is the story of how a cycle of fear, hatred, and violence has taken hold. In portraying the resurgence of anti-Semitism in France and in the wider world, the film trains its gaze on individuals, witnesses on all sides of the conflicts that have fueled this escalation."
s3133,,Bravetown,Alan J. Pakula,"Amir Bar-Lev, Anthony Brunelli, Elizabeth Cohen","Spain, United Kingdom, Italy","May 18, 2021",1921.0,PG-13,53 min,"Kids, Western",Kate (Halle Berry) accepts a lucrative opportunity to lead a thrill-seeking millionaire businessman on a shark dive in the most dangerous waters...outside the cage.
s9070,TV Show,Prince of Central Park,John Alexander,"Danielle Savre, Jackson Davis, Francia Raisa, Christina Elmore","Afghanistan, France","April 20, 2021",1995.0,NOT_RATE,52 min,"Comedy, Drama, Fantasy","It's a new chapter for The Next Step dance studio. The studio is expanding and attracting a lot of fresh faces, while many old guard A-Troupers are leaving to pursue other goals. One thing is absolute: A-Troupe's quest to be the best. Since losing Regionals last season, they are no longer the International champs and they have a lot to prove."
s4071,Movie,Smash Up: Story Of A Woman,Jake Thomas,"Penny Singleton, Arthur Lake","France, Belgium","October 7, 2021",1935.0,13+,41 min,"Animation, Arts, Entertainment, and Culture, Comedy","Mahadevan does not believe in love and hates the word, but his daughter Nivedha loves Chandru. In order to get his consent, the couple comes up with an intricate plan and executes it."
s1561,TV Show,Monsieur Lazhar,Rachel Ward,"Richard Widmark, Dina Merrill, Philip Bosco, Paul Guilfoyle, Steve Morley","Denmark, France","July 3, 2021",1994.0,TV-14,155 min,"Horror, International, Science Fiction","Jingle Bells! Join Buster the Bus and his friends in this festive collection. This Christmas collection includes ""Wheels on the Jingle Bell Bus"" ""Frozen Buster"", ""Buster Builds A Snowman"" and many more! Go Buster is an animated online educational kids series watched all over the globe. Brought to you by the creators of Little Baby Bum, Go Buster encourages learning, creativity and fun!"
s6422,TV Show,Go Buster - Adventures of Buster the Bus,Arul S,"Olivia DeJonge, William Fichtner, Alex Neustaedter",Malaysia,"May 2, 2021",1990.0,TV-G,11 min,Action,No Equipment Workout. Tip: Do Series 1.0 for 4+ weeks before moving onto Series 2.0. A 15-minute weekly workout designed to burn mega-calories and chisel the lower half. Great for all fitness levels. Find the Weekly Workout Schedule for this Series 1.0 (and more) on my website (FitnessMaggie).
s1518,TV Show,Rose and Maloney,Arthur Mulholland,"Rafe Spall, Andrew Scott, Kelly Macdonald, Orla Hill, Dane Hughes, Bobby McCullock, Teddie-Rose Malleson-Allen, Seren Hawkes, Hannah-Jayne Thorp","Spain, United Kingdom, Italy","September 26, 2021",1960.0,16,126 min,"Drama, International, Suspense","Ray (Jon Dore) is a bored bank teller who hates everything about his life. Everything changes when not 1 but 2 groups of bank robbers bust through the door. Suddenly, Ray's worst day has become his best day ever."
s7875,,Happy Home,Julia Rezende,"Jane Seymour, Gregory Harrison, Brian Bonsall, Ray Walston","India, United States, United Kingdom, Canada, China","April 13, 2021",1929.0,16+,19 Seasons,"Arthouse, LGBTQ, Suspense","When a young boy is found dead on an idyllic beach, a major police investigation gets underway in the small California seaside town where the tragedy occurred. Soon deemed a homicide, the case sparks a media frenzy, which throws the boy's family into further turmoil and upends the lives of all of the town's residents."
s6241,TV Show,Blue Hawaii,Pearry Reginald Teo,"Donnie Yen, Billy Chow, Wu Ma","Germany, Canada, United States, France, United Kingdom","June 18, 2021",2005.0,TV-NR,158 min,"Arthouse, Drama","This season Janet and Rachel investigate the sinister world of the Darknet, a place that offers complete anonymity to its users. A ruthless game is being played - one man challenges another to murder, leaving a chalk mark at the scene as proof. As more chalk marks are left, identifying more victims, will Janet and Rachel be able to stop these vicious killers before it's too late?"
s3812,Movie,Pororo Musical - Pororo Bugs Adventure,Pablo Behrens,"Brandon P. Bell, Tricia Helfer, Brian Van Holt, Ryan Robbins, Al Sapienza, Tiffany Lonsdale, Andrea Roth, Jacqueline Byers, Ellie O'Brien, PJ Boudousque, Gil Bellows, Lauren Lee Smith","France, China, Belgium, Monaco","July 23, 2021",2019.0,16+,59 min,"Action, Horror","This animated series chronicles the adventures of an enthusiastic 5-year-old raccoon named Timothy, who is beginning school for the first time. In his kindergarten class, he forms several friendships and has adventures with his new classmates."
s5042,Movie,Yu-Gi-Oh! VRAINS,George Montgomery,"UTTAM KUMAR, SABITRI CHATTERJEE, JAYA BHADURI, PARTHA MUKHERJEE, JAHAR ROY",South Africa,,1963.0,TV-G,15 Seasons,Unscripted,"This collection of 20 of the most loved Super Simple Songs includes, ""Humpty Dumpty"", ""Down By The Bay"", ""Pat-A-Cake"", ""10 Little Fishies"", and many more kids songs and nursery rhymes."
